"25.6581646","-80.4306093"
"25.6858575","-80.3838388"
"26.0063361","-80.3834856"
"26.1861151","-80.2021142"
"26.167202","-80.1271344"
"26.2037663","-80.2515384"
"26.1887228","-80.1236228"
"26.0106332","-80.3044226"
"26.026463","-80.3137593"
"26.018335","-80.248669"
"26.0884093","-80.2518233"
"26.06763","-80.2515858"
"26.1192561","-80.2512009"
"25.778706","-80.2904591"
"25.7929592","-80.1999507"
